Handle    	Owner               	Type                	Memory    
0x1ab70b84	eitems.smx          	CellArray           	1044      
0x1bd30b85	eitems.smx          	CellArray           	148       
0x1bd60b86	eitems.smx          	CellArray           	84        
0x1bd90b87	eitems.smx          	CellArray           	148       
0x1bdc0b88	eitems.smx          	CellArray           	148       
0x1bdf0b89	eitems.smx          	CellArray           	532       
0x1be20b8a	eitems.smx          	CellArray           	148       
0x1be50b8b	eitems.smx          	CellArray           	84        
0x1be80b8c	eitems.smx          	CellArray           	148       
0x1beb0b8d	eitems.smx          	CellArray           	148       
0x1bee0b8e	eitems.smx          	CellArray           	84        
0x1bf10b8f	eitems.smx          	CellArray           	148       
0x1bf40b90	eitems.smx          	CellArray           	148       
0x1bf70b91	eitems.smx          	CellArray           	84        
0x1bfa0b92	eitems.smx          	CellArray           	148       
0x1bfd0b93	eitems.smx          	CellArray           	148       
0x1c000b94	eitems.smx          	CellArray           	148       
0x1c030b95	eitems.smx          	CellArray           	84        
0x1c060b96	eitems.smx          	CellArray           	84        
0x1c090b97	eitems.smx          	CellArray           	84        
0x1c0c0b98	eitems.smx          	CellArray           	84        
0x1c0f0b99	eitems.smx          	CellArray           	84        
0x1c120b9a	eitems.smx          	CellArray           	148       
0x1c150b9b	eitems.smx          	CellArray           	84        
0x1c180b9c	eitems.smx          	CellArray           	84        
0x1c1b0b9d	eitems.smx          	CellArray           	84        
0x1c1e0b9e	eitems.smx          	CellArray           	4116      
0x1c210b9f	eitems.smx          	CellArray           	1044      
0x1c240ba0	eitems.smx          	CellArray           	532       
0x1c270ba1	eitems.smx          	CellArray           	2068      
0x1c2a0ba2	eitems.smx          	CellArray           	2068      
0x1c2d0ba3	eitems.smx          	CellArray           	2068      
0x1c300ba4	eitems.smx          	CellArray           	2068      
0x1c330ba5	eitems.smx          	CellArray           	2068      
0x1c360ba6	eitems.smx          	CellArray           	2068      
0x1c390ba7	eitems.smx          	CellArray           	2068      
0x1c3c0ba8	eitems.smx          	CellArray           	2068      
0x1c3f0ba9	eitems.smx          	CellArray           	2068      
0x1c420baa	eitems.smx          	CellArray           	2068      
0x1c450bab	eitems.smx          	CellArray           	532       
0x1c480bac	eitems.smx          	CellArray           	276       
0x1c4b0bad	eitems.smx          	CellArray           	276       
0x1c4e0bae	eitems.smx          	CellArray           	276       
0x1c510baf	eitems.smx          	CellArray           	84        
0x1c540bb0	eitems.smx          	CellArray           	532       
0x324e0bb1	eitems.smx          	CellArray           	276       
0x32630bb2	eitems.smx          	CellArray           	276       
0x32790bb3	eitems.smx          	CellArray           	276       
0x328e0bb4	eitems.smx          	CellArray           	148       
0x32a00bb5	eitems.smx          	CellArray           	276       
0x32b60bb6	eitems.smx          	CellArray           	276       
0x32ca0bb7	eitems.smx          	CellArray           	276       
0x32de0bb8	eitems.smx          	CellArray           	148       
0x32ed0bb9	eitems.smx          	CellArray           	148       
0x32f90bba	eitems.smx          	CellArray           	276       
0x330d0bbb	eitems.smx          	CellArray           	276       
0x33210bbc	eitems.smx          	CellArray           	276       
0x33350bbd	eitems.smx          	CellArray           	276       
0x33490bbe	eitems.smx          	CellArray           	276       
0x335d0bbf	eitems.smx          	CellArray           	276       
0x33710bc0	eitems.smx          	CellArray           	276       
0x33850bc1	eitems.smx          	CellArray           	276       
0x33990bc2	eitems.smx          	CellArray           	276       
0x33ad0bc3	eitems.smx          	CellArray           	276       
0x33c10bc4	eitems.smx          	CellArray           	276       
0x33d50bc5	eitems.smx          	CellArray           	276       
0x33e90bc6	eitems.smx          	CellArray           	148       
0x33fc0bc7	eitems.smx          	CellArray           	148       
0x340e0bc8	eitems.smx          	CellArray           	276       
0x34220bc9	eitems.smx          	CellArray           	148       
0x34350bca	eitems.smx          	CellArray           	276       
0x34490bcb	eitems.smx          	CellArray           	276       
0x345d0bcc	eitems.smx          	CellArray           	276       
0x34710bcd	eitems.smx          	CellArray           	148       
0x347d0bce	eitems.smx          	CellArray           	148       
0x348c0bcf	eitems.smx          	CellArray           	148       
0x349b0bd0	eitems.smx          	CellArray           	148       
0x34ab0bd1	eitems.smx          	CellArray           	148       
0x34bc0bd2	eitems.smx          	CellArray           	148       
0x34cd0bd3	eitems.smx          	CellArray           	148       
0x34dd0bd4	eitems.smx          	CellArray           	276       
0x34f40bd5	eitems.smx          	CellArray           	276       
0x35080bd6	eitems.smx          	CellArray           	276       
0x351c0bd7	eitems.smx          	CellArray           	276       
0x35320bd8	eitems.smx          	CellArray           	276       
0x35480bd9	eitems.smx          	CellArray           	276       
0x355d0bda	eitems.smx          	CellArray           	276       
0x35730bdb	eitems.smx          	CellArray           	276       
0x35880bdc	eitems.smx          	CellArray           	148       
0x359a0bdd	eitems.smx          	CellArray           	276       
0x35b00bde	eitems.smx          	CellArray           	148       
0x35c30bdf	eitems.smx          	CellArray           	276       
0x35d80be0	eitems.smx          	CellArray           	148       
0x35ea0be1	eitems.smx          	CellArray           	276       
0x35ff0be2	eitems.smx          	CellArray           	148       
0x36110be3	eitems.smx          	CellArray           	148       
0x36230be4	eitems.smx          	CellArray           	84        
0x362c0be5	eitems.smx          	CellArray           	148       
0x363c0be6	eitems.smx          	CellArray           	148       
0x364e0be7	eitems.smx          	CellArray           	148       
0x36610be8	eitems.smx          	CellArray           	84        
0x366a0be9	eitems.smx          	CellArray           	148       
0x367c0bea	eitems.smx          	CellArray           	148       
0x36880beb	eitems.smx          	CellArray           	148       
0x369a0bec	eitems.smx          	CellArray           	148       
0x36aa0bed	eitems.smx          	CellArray           	148       
0x36bc0bee	eitems.smx          	CellArray           	148       
0x36cf0bef	eitems.smx          	CellArray           	84        
0x36d80bf0	eitems.smx          	CellArray           	148       
0x36ea0bf1	eitems.smx          	CellArray           	148       
0x36fc0bf2	eitems.smx          	CellArray           	148       
0x370e0bf3	eitems.smx          	CellArray           	148       
0x371e0bf4	eitems.smx          	CellArray           	148       
0x37300bf5	eitems.smx          	CellArray           	148       
0x37430bf6	eitems.smx          	CellArray           	148       
0x37550bf7	eitems.smx          	CellArray           	148       
0x37610bf8	eitems.smx          	CellArray           	148       
0x37730bf9	eitems.smx          	CellArray           	148       
0x37850bfa	eitems.smx          	CellArray           	148       
0x37950bfb	eitems.smx          	CellArray           	148       
0x37a70bfc	eitems.smx          	CellArray           	84        
0x37b00bfd	eitems.smx          	CellArray           	148       
0x37c20bfe	eitems.smx          	CellArray           	148       
0x37ce0bff	eitems.smx          	CellArray           	148       
0x37e00c00	eitems.smx          	CellArray           	148       
0x37f20c01	eitems.smx          	CellArray           	148       
0x38020c02	eitems.smx          	CellArray           	148       
0x38140c03	eitems.smx          	CellArray           	148       
0x38270c04	eitems.smx          	CellArray           	84        
0x38300c05	eitems.smx          	CellArray           	148       
0x38420c06	eitems.smx          	CellArray           	148       
0x384e0c07	eitems.smx          	CellArray           	148       
0x38600c08	eitems.smx          	CellArray           	148       
0x38700c09	eitems.smx          	CellArray           	148       
0x38820c0a	eitems.smx          	CellArray           	148       
0x38950c0b	eitems.smx          	CellArray           	84        
0x389e0c0c	eitems.smx          	CellArray           	148       
0x38b00c0d	eitems.smx          	CellArray           	148       
0x38c20c0e	eitems.smx          	CellArray           	148       
0x38d40c0f	eitems.smx          	CellArray           	148       
0x38e40c10	eitems.smx          	CellArray           	148       
0x38f60c11	eitems.smx          	CellArray           	148       
0x39090c12	eitems.smx          	CellArray           	148       
0x391b0c13	eitems.smx          	CellArray           	148       
0x39270c14	eitems.smx          	CellArray           	148       
0x39390c15	eitems.smx          	CellArray           	148       
0x394b0c16	eitems.smx          	CellArray           	148       
0x395b0c17	eitems.smx          	CellArray           	148       
0x396d0c18	eitems.smx          	CellArray           	148       
0x39800c19	eitems.smx          	CellArray           	84        
0x39890c1a	eitems.smx          	CellArray           	148       
0x399b0c1b	eitems.smx          	CellArray           	148       
0x39a70c1c	eitems.smx          	CellArray           	148       
0x39b90c1d	eitems.smx          	CellArray           	148       
0x39c90c1e	eitems.smx          	CellArray           	148       
0x39dc0c1f	eitems.smx          	CellArray           	276       
0x39f10c20	eitems.smx          	CellArray           	148       
0x3a030c21	eitems.smx          	CellArray           	276       
0x3a180c22	eitems.smx          	CellArray           	148       
0x3a2a0c23	eitems.smx          	CellArray           	148       
0x3a3c0c24	eitems.smx          	CellArray           	148       
0x3a4c0c25	eitems.smx          	CellArray           	148       
0x3a5f0c26	eitems.smx          	CellArray           	276       
0x3a740c27	eitems.smx          	CellArray           	148       
0x3a860c28	eitems.smx          	CellArray           	276       
0x3a9b0c29	eitems.smx          	CellArray           	148       
0x3aad0c2a	eitems.smx          	CellArray           	148       
0x3abf0c2b	eitems.smx          	CellArray           	148       
0x3acf0c2c	eitems.smx          	CellArray           	148       
0x3ae10c2d	eitems.smx          	CellArray           	148       
0x3af40c2e	eitems.smx          	CellArray           	84        
0x3afd0c2f	eitems.smx          	CellArray           	148       
0x3b0f0c30	eitems.smx          	CellArray           	148       
0x3b1b0c31	eitems.smx          	CellArray           	148       
0x3b2d0c32	eitems.smx          	CellArray           	148       
0x3b3f0c33	eitems.smx          	CellArray           	148       
0x3b4f0c34	eitems.smx          	CellArray           	148       
0x3b610c35	eitems.smx          	CellArray           	84        
0x3b6a0c36	eitems.smx          	CellArray           	148       
0x3b7c0c37	eitems.smx          	CellArray           	148       
0x3b880c38	eitems.smx          	CellArray           	148       
0x3b9a0c39	eitems.smx          	CellArray           	148       
0x3bac0c3a	eitems.smx          	CellArray           	148       
0x3bbf0c3b	eitems.smx          	CellArray           	148       
0x3bd10c3c	eitems.smx          	CellArray           	276       
0x3be50c3d	eitems.smx          	CellArray           	148       
0x3db20c3e	csgo_weaponstickers.	CellArray           	148       
0x3db30c3f	csgo_weaponstickers.	CellArray           	148       
0x3bf80c40	eitems.smx          	CellArray           	148       
0x3bfb0c41	eitems.smx          	CellArray           	148       
0x3bfe0c42	eitems.smx          	CellArray           	148       
0x3c010c43	eitems.smx          	CellArray           	148       
0x3c040c44	eitems.smx          	CellArray           	148       
0x3c070c45	eitems.smx          	CellArray           	148       
0x3c0a0c46	eitems.smx          	CellArray           	148       
0x3c0d0c47	eitems.smx          	CellArray           	148       
0x3c100c48	eitems.smx          	CellArray           	148       
0x3c130c49	eitems.smx          	CellArray           	148       
0x3c160c4a	eitems.smx          	CellArray           	148       
0x3c190c4b	eitems.smx          	CellArray           	532       
0x3db40c4c	csgo_weaponstickers.	CellArray           	148       
